participant_id,source_file,trial_index,trial_type,task,rt,response,item_id,condition,is_critical,list,segment_text,segment_index,segment_role,correct_answer,question_text,participant_answer,correct,time_elapsed
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,22,html-keyboard-response,reading,127.0, ,p3,practice,False,1,for dinner,5.0,other,,,,,135970
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,23,html-keyboard-response,reading,182.0, ,p3,practice,False,1,and they came running.,6.0,other,,,,,136152
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,24,html-keyboard-response,end_practice,154.0, ,,,,1,,,,,,,,136308
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,25,html-keyboard-response,reading,280.0, ,f23,filler,False,1,The plumber was called,0.0,other,,,,,136589
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,26,html-keyboard-response,reading,229.0, ,f23,filler,False,1,to fix a leaking pipe,1.0,other,,,,,136819
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,27,html-keyboard-response,reading,432.0, ,f23,filler,False,1,in the basement.,2.0,other,,,,,137253
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,28,html-keyboard-response,sentence_break,,,f23,,,1,,,,,,,,138261
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,29,html-keyboard-response,reading,334.0, ,f23,filler,False,1,He replaced the old fitting,4.0,other,,,,,138596
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,30,html-keyboard-response,reading,2211.0, ,f23,filler,False,1,with a new copper joint,5.0,other,,,,,140808
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,31,html-keyboard-response,reading,44929.0, ,f23,filler,False,1,and tested the pressure.,6.0,other,,,,,185739
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,32,html-keyboard-response,reading,456.0, ,16,upper_bound_only_some,True,1,Tom's sister had promised,0.0,other,,,,,186195
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,33,html-keyboard-response,reading,242.0, ,16,upper_bound_only_some,True,1,that she would wrap,1.0,other,,,,,186438
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,34,html-keyboard-response,reading,215.0, ,16,upper_bound_only_some,True,1,all the presents,2.0,other,,,,,186654
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,35,html-keyboard-response,reading,212.0, ,16,upper_bound_only_some,True,1,for the birthday party.,3.0,other,,,,,186867
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,36,html-keyboard-response,sentence_break,,,16,,,1,,,,,,,,187870
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,37,html-keyboard-response,reading,2998.0, ,16,upper_bound_only_some,True,1,She told him,5.0,other,,,,,190869
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,38,html-keyboard-response,reading,124.0, ,16,upper_bound_only_some,True,1,that she had wrapped,6.0,other,,,,,190994
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,39,html-keyboard-response,reading,159.0, ,16,upper_bound_only_some,True,1,only some of the presents.,7.0,trigger,,,,,191155
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,40,html-keyboard-response,sentence_break,,,16,,,1,,,,,,,,192157
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,41,html-keyboard-response,reading,137.0, ,16,upper_bound_only_some,True,1,The others,9.0,target,,,,,192296
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,42,html-keyboard-response,reading,226.0, ,16,upper_bound_only_some,True,1,were hidden away,10.0,post_target,,,,,192524
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,43,html-keyboard-response,reading,152.0, ,16,upper_bound_only_some,True,1,in the bedroom cupboard.,11.0,other,,,,,192678
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,44,html-keyboard-response,comprehension,860.0,f,16,,,1,,,,no,Was Tom's sister wrapping presents for a wedding?,yes,False,193539
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,45,html-keyboard-response,reading,148.0, ,8,lower_bound_some,True,1,John came home from work,0.0,other,,,,,193688
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,46,html-keyboard-response,reading,174.0, ,8,lower_bound_some,True,1,and found his wife,1.0,other,,,,,193863
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,47,html-keyboard-response,reading,161.0, ,8,lower_bound_some,True,1,busy in the garden.,2.0,other,,,,,194025
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,48,html-keyboard-response,sentence_break,,,8,,,1,,,,,,,,195027
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,49,html-keyboard-response,reading,1183.0, ,8,lower_bound_some,True,1,She told him,4.0,other,,,,,196211
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,50,html-keyboard-response,reading,145.0, ,8,lower_bound_some,True,1,that she had planted,5.0,other,,,,,196357
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,51,html-keyboard-response,reading,166.0, ,8,lower_bound_some,True,1,some of the flowers.,6.0,trigger,,,,,196524
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,52,html-keyboard-response,sentence_break,,,8,,,1,,,,,,,,197527
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,53,html-keyboard-response,reading,318.0, ,8,lower_bound_some,True,1,The others,8.0,target,,,,,197845
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,54,html-keyboard-response,reading,169.0, ,8,lower_bound_some,True,1,were still in pots,9.0,post_target,,,,,198016
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,55,html-keyboard-response,reading,133.0, ,8,lower_bound_some,True,1,on the balcony.,10.0,other,,,,,198151
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,56,html-keyboard-response,reading,165.0, ,15,upper_bound_some,True,1,The conference organiser had asked Maria,0.0,other,,,,,198317
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,57,html-keyboard-response,reading,212.0, ,15,upper_bound_some,True,1,to book,1.0,other,,,,,198530
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,58,html-keyboard-response,reading,143.0, ,15,upper_bound_some,True,1,all the hotel rooms,2.0,other,,,,,198674
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,59,html-keyboard-response,reading,167.0, ,15,upper_bound_some,True,1,for the visiting delegation.,3.0,other,,,,,198841
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,60,html-keyboard-response,sentence_break,,,15,,,1,,,,,,,,199844
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,61,html-keyboard-response,reading,1367.0, ,15,upper_bound_some,True,1,Maria explained,5.0,other,,,,,201212
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,62,html-keyboard-response,reading,142.0, ,15,upper_bound_some,True,1,that she had booked,6.0,other,,,,,201356
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,63,html-keyboard-response,reading,160.0, ,15,upper_bound_some,True,1,some of the hotel rooms.,7.0,trigger,,,,,201517
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,64,html-keyboard-response,sentence_break,,,15,,,1,,,,,,,,202518
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,65,html-keyboard-response,reading,159.0, ,15,upper_bound_some,True,1,The rest,9.0,target,,,,,202678
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,66,html-keyboard-response,reading,195.0, ,15,upper_bound_some,True,1,were on a waiting list,10.0,post_target,,,,,202874
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,67,html-keyboard-response,reading,182.0, ,15,upper_bound_some,True,1,at a different hotel.,11.0,other,,,,,203058
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,68,html-keyboard-response,reading,178.0, ,11,lower_bound_some,True,1,The artist returned home,0.0,other,,,,,203237
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,69,html-keyboard-response,reading,148.0, ,11,lower_bound_some,True,1,after a long and busy weekend,1.0,other,,,,,203386
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,70,html-keyboard-response,reading,173.0, ,11,lower_bound_some,True,1,at the annual exhibition.,2.0,other,,,,,203560
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,71,html-keyboard-response,sentence_break,,,11,,,1,,,,,,,,204563
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,72,html-keyboard-response,reading,215.0, ,11,lower_bound_some,True,1,She mentioned,4.0,other,,,,,204780
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,73,html-keyboard-response,reading,158.0, ,11,lower_bound_some,True,1,that she had sold,5.0,other,,,,,204939
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,74,html-keyboard-response,reading,200.0, ,11,lower_bound_some,True,1,some of her paintings.,6.0,trigger,,,,,205140
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,75,html-keyboard-response,sentence_break,,,11,,,1,,,,,,,,206142
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,76,html-keyboard-response,reading,1637.0, ,11,lower_bound_some,True,1,The rest,8.0,target,,,,,207780
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,77,html-keyboard-response,reading,146.0, ,11,lower_bound_some,True,1,were still on display,9.0,post_target,,,,,207927
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,78,html-keyboard-response,reading,162.0, ,11,lower_bound_some,True,1,at the gallery.,10.0,other,,,,,208090
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,79,html-keyboard-response,reading,122.0, ,f26,filler,False,1,The architect presented,0.0,other,,,,,208213
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,80,html-keyboard-response,reading,113.0, ,f26,filler,False,1,her design for the new library,1.0,other,,,,,208328
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,81,html-keyboard-response,reading,125.0, ,f26,filler,False,1,to the town council.,2.0,other,,,,,208454
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,82,html-keyboard-response,sentence_break,,,f26,,,1,,,,,,,,209455
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,83,html-keyboard-response,reading,7.0, ,f26,filler,False,1,The councillors were enthusiastic,4.0,other,,,,,209464
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,84,html-keyboard-response,reading,204.0, ,f26,filler,False,1,and approved the project,5.0,other,,,,,209669
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,85,html-keyboard-response,reading,161.0, ,f26,filler,False,1,without any objections.,6.0,other,,,,,209832
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,86,html-keyboard-response,comprehension,4054.0,j,f26,,,1,,,,yes,Did the council approve the library project?,no,False,213887
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,87,html-keyboard-response,reading,240.0, ,f20,filler,False,1,The taxi driver took,0.0,other,,,,,214128
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,88,html-keyboard-response,reading,182.0, ,f20,filler,False,1,a shortcut through the back streets,1.0,other,,,,,214311
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,89,html-keyboard-response,reading,334.0, ,f20,filler,False,1,to avoid the traffic.,2.0,other,,,,,214646
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,90,html-keyboard-response,sentence_break,,,f20,,,1,,,,,,,,215649
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,91,html-keyboard-response,reading,316.0, ,f20,filler,False,1,They arrived at the airport,4.0,other,,,,,215966
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,92,html-keyboard-response,reading,185.0, ,f20,filler,False,1,with plenty of time,5.0,other,,,,,216152
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,93,html-keyboard-response,reading,248.0, ,f20,filler,False,1,to catch the flight.,6.0,other,,,,,216400
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,94,html-keyboard-response,reading,233.0, ,13,upper_bound_only_some,True,1,The hotel manager came to find out,0.0,other,,,,,216634
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,95,html-keyboard-response,reading,203.0, ,13,upper_bound_only_some,True,1,whether the cleaner had finished,1.0,other,,,,,216838
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,96,html-keyboard-response,reading,269.0, ,13,upper_bound_only_some,True,1,all the rooms,2.0,other,,,,,217108
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,97,html-keyboard-response,reading,230.0, ,13,upper_bound_only_some,True,1,on the third floor.,3.0,other,,,,,217340
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,98,html-keyboard-response,sentence_break,,,13,,,1,,,,,,,,218342
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,99,html-keyboard-response,reading,1387.0, ,13,upper_bound_only_some,True,1,The cleaner replied,5.0,other,,,,,219731
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,100,html-keyboard-response,reading,131.0, ,13,upper_bound_only_some,True,1,that she had cleaned,6.0,other,,,,,219863
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,101,html-keyboard-response,reading,161.0, ,13,upper_bound_only_some,True,1,only some of the rooms.,7.0,trigger,,,,,220025
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,102,html-keyboard-response,sentence_break,,,13,,,1,,,,,,,,221030
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,103,html-keyboard-response,reading,621.0, ,13,upper_bound_only_some,True,1,The rest,9.0,target,,,,,221652
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,104,html-keyboard-response,reading,229.0, ,13,upper_bound_only_some,True,1,were still occupied,10.0,post_target,,,,,221882
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,105,html-keyboard-response,reading,3603.0, ,13,upper_bound_only_some,True,1,by late checkout guests.,11.0,other,,,,,225485
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,106,html-keyboard-response,reading,147.0, ,f33,filler,False,1,The volunteers cleaned up,0.0,other,,,,,225633
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,107,html-keyboard-response,reading,123.0, ,f33,filler,False,1,the beach after the storm,1.0,other,,,,,225758
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,108,html-keyboard-response,reading,123.0, ,f33,filler,False,1,picking up debris and litter.,2.0,other,,,,,225882
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,109,html-keyboard-response,sentence_break,,,f33,,,1,,,,,,,,226886
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,110,html-keyboard-response,reading,149.0, ,f33,filler,False,1,By the end of the day,4.0,other,,,,,227037
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,111,html-keyboard-response,reading,237.0, ,f33,filler,False,1,the shoreline looked,5.0,other,,,,,227275
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,112,html-keyboard-response,reading,144.0, ,f33,filler,False,1,much better than before.,6.0,other,,,,,227420
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,113,html-keyboard-response,reading,168.0, ,12,upper_bound_some,True,1,The manager needed to confirm,0.0,other,,,,,227589
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,114,html-keyboard-response,reading,146.0, ,12,upper_bound_some,True,1,that Helen had trained,1.0,other,,,,,227737
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,115,html-keyboard-response,reading,113.0, ,12,upper_bound_some,True,1,all the new employees,2.0,other,,,,,227851
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,116,html-keyboard-response,reading,99.0, ,12,upper_bound_some,True,1,on the safety protocol.,3.0,other,,,,,227951
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,117,html-keyboard-response,sentence_break,,,12,,,1,,,,,,,,228953
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,118,html-keyboard-response,reading,3683.0, ,12,upper_bound_some,True,1,Helen explained,5.0,other,,,,,232636
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,119,html-keyboard-response,reading,132.0, ,12,upper_bound_some,True,1,that she had trained,6.0,other,,,,,232768
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,120,html-keyboard-response,reading,143.0, ,12,upper_bound_some,True,1,some of the new employees.,7.0,trigger,,,,,232912
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,121,html-keyboard-response,sentence_break,,,12,,,1,,,,,,,,233914
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,122,html-keyboard-response,reading,139.0, ,12,upper_bound_some,True,1,The others,9.0,target,,,,,234055
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,123,html-keyboard-response,reading,230.0, ,12,upper_bound_some,True,1,would complete their training,10.0,post_target,,,,,234286
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,124,html-keyboard-response,reading,171.0, ,12,upper_bound_some,True,1,the following week.,11.0,other,,,,,234458
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,125,html-keyboard-response,reading,187.0, ,18,upper_bound_some,True,1,The HR manager asked the panel,0.0,other,,,,,234647
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,126,html-keyboard-response,reading,206.0, ,18,upper_bound_some,True,1,whether they had managed to interview,1.0,other,,,,,234853
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,127,html-keyboard-response,reading,537.0, ,18,upper_bound_some,True,1,all the candidates,2.0,other,,,,,235391
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,128,html-keyboard-response,reading,160.0, ,18,upper_bound_some,True,1,for the open position.,3.0,other,,,,,235553
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,129,html-keyboard-response,sentence_break,,,18,,,1,,,,,,,,236557
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,130,html-keyboard-response,reading,385.0, ,18,upper_bound_some,True,1,The panel chair replied,5.0,other,,,,,236943
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,131,html-keyboard-response,reading,171.0, ,18,upper_bound_some,True,1,that they had interviewed,6.0,other,,,,,237116
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,132,html-keyboard-response,reading,175.0, ,18,upper_bound_some,True,1,some of the candidates.,7.0,trigger,,,,,237292
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,133,html-keyboard-response,sentence_break,,,18,,,1,,,,,,,,238308
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,134,html-keyboard-response,reading,78.0, ,18,upper_bound_some,True,1,The others,9.0,target,,,,,238387
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,135,html-keyboard-response,reading,224.0, ,18,upper_bound_some,True,1,were scheduled to come in,10.0,post_target,,,,,238613
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,136,html-keyboard-response,reading,164.0, ,18,upper_bound_some,True,1,the following afternoon.,11.0,other,,,,,238777
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,137,html-keyboard-response,reading,200.0, ,f4,filler,False,1,Tom decided to renovate,0.0,other,,,,,238978
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,138,html-keyboard-response,reading,185.0, ,f4,filler,False,1,his kitchen over the weekend.,1.0,other,,,,,239164
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,139,html-keyboard-response,sentence_break,,,f4,,,1,,,,,,,,240167
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,140,html-keyboard-response,reading,12.0, ,f4,filler,False,1,He painted the walls,3.0,other,,,,,240180
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,141,html-keyboard-response,reading,295.0, ,f4,filler,False,1,a bright shade of yellow,4.0,other,,,,,240477
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,142,html-keyboard-response,reading,349.0, ,f4,filler,False,1,and replaced the old tiles.,5.0,other,,,,,240826
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,143,html-keyboard-response,reading,174.0, ,10,upper_bound_only_some,True,1,Anna had told her husband,0.0,other,,,,,241001
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,144,html-keyboard-response,reading,246.0, ,10,upper_bound_only_some,True,1,that he needed to wash,1.0,other,,,,,241249
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,145,html-keyboard-response,reading,275.0, ,10,upper_bound_only_some,True,1,all the shirts,2.0,other,,,,,241525
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,146,html-keyboard-response,reading,243.0, ,10,upper_bound_only_some,True,1,before the business trip.,3.0,other,,,,,241769
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,147,html-keyboard-response,sentence_break,,,10,,,1,,,,,,,,242775
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,148,html-keyboard-response,reading,327.0, ,10,upper_bound_only_some,True,1,He replied,5.0,other,,,,,243102
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,149,html-keyboard-response,reading,174.0, ,10,upper_bound_only_some,True,1,that he had washed,6.0,other,,,,,243277
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,150,html-keyboard-response,reading,209.0, ,10,upper_bound_only_some,True,1,only some of the shirts.,7.0,trigger,,,,,243487
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,151,html-keyboard-response,sentence_break,,,10,,,1,,,,,,,,244491
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,152,html-keyboard-response,reading,114.0, ,10,upper_bound_only_some,True,1,The others,9.0,target,,,,,244606
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,153,html-keyboard-response,reading,209.0, ,10,upper_bound_only_some,True,1,were still hanging,10.0,post_target,,,,,244817
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,154,html-keyboard-response,reading,162.0, ,10,upper_bound_only_some,True,1,in the wardrobe.,11.0,other,,,,,244980
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,155,html-keyboard-response,reading,217.0, ,5,lower_bound_some,True,1,Sarah was on the phone all morning,0.0,other,,,,,245199
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,156,html-keyboard-response,reading,239.0, ,5,lower_bound_some,True,1,making arrangements,1.0,other,,,,,245439
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,157,html-keyboard-response,reading,470.0, ,5,lower_bound_some,True,1,for a farewell party.,2.0,other,,,,,245910
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,158,html-keyboard-response,sentence_break,,,5,,,1,,,,,,,,246912
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,159,html-keyboard-response,reading,1732.0, ,5,lower_bound_some,True,1,She mentioned,4.0,other,,,,,248646
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,160,html-keyboard-response,reading,213.0, ,5,lower_bound_some,True,1,that she had invited,5.0,other,,,,,248860
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,161,html-keyboard-response,reading,206.0, ,5,lower_bound_some,True,1,some of her colleagues.,6.0,trigger,,,,,249067
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,162,html-keyboard-response,sentence_break,,,5,,,1,,,,,,,,250070
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,163,html-keyboard-response,reading,156.0, ,5,lower_bound_some,True,1,The others,8.0,target,,,,,250227
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,164,html-keyboard-response,reading,149.0, ,5,lower_bound_some,True,1,had already made plans,9.0,post_target,,,,,250377
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,165,html-keyboard-response,reading,146.0, ,5,lower_bound_some,True,1,for the evening.,10.0,other,,,,,250524
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,166,html-keyboard-response,reading,170.0, ,f27,filler,False,1,Peter forgot,0.0,other,,,,,250695
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,167,html-keyboard-response,reading,180.0, ,f27,filler,False,1,to set his alarm,1.0,other,,,,,250877
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,168,html-keyboard-response,reading,171.0, ,f27,filler,False,1,the night before the interview.,2.0,other,,,,,251048
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,169,html-keyboard-response,sentence_break,,,f27,,,1,,,,,,,,252050
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,170,html-keyboard-response,reading,47.0, ,f27,filler,False,1,He woke up late,4.0,other,,,,,252098
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,171,html-keyboard-response,reading,624.0, ,f27,filler,False,1,and had to rush,5.0,other,,,,,252724
1sxehsfr3q,1sxehsfr3q-1777055587172.csv,172,html-keyboard-response,reading,155.0, ,f27,filler,False,1,to get to the office on time.,6.0,other,,,,,252880
